point,source,generation_rate_hz,t2_s,link_fidelity,swap_success,budget,memories,statuses_ok,base_paper_served,base_paper_repeaters,base_coord_served,base_coord_repeaters,unreachable_storage_heralded,median_wait_over_t2_storage_heralded,unreachable_storage_source,median_wait_over_t2_storage_source,unreachable_slowest_heralded,median_wait_over_t2_slowest_heralded,base_coord_kind,base_coord_d_served,base_coord_d_repeaters,base_coord_site_jaccard,base_coord_pairs_path_differs,base_coord_pairs_width_differs,base_coord_d_mean_hops,base_coord_d_mean_width,base_coord_d_mean_worst_link_km,wait_paper_storage_heralded_kind,wait_paper_storage_heralded_served,wait_paper_storage_heralded_repeaters,wait_paper_storage_heralded_d_served,wait_paper_storage_heralded_d_repeaters,wait_paper_storage_heralded_site_jaccard,wait_paper_storage_heralded_pairs_path_differs,wait_paper_storage_heralded_pairs_width_differs,wait_paper_storage_heralded_d_mean_hops,wait_paper_storage_heralded_d_mean_width,wait_paper_storage_heralded_d_mean_worst_link_km,wait_coord_storage_heralded_kind,wait_coord_storage_heralded_served,wait_coord_storage_heralded_repeaters,wait_coord_storage_heralded_d_served,wait_coord_storage_heralded_d_repeaters,wait_coord_storage_heralded_site_jaccard,wait_coord_storage_heralded_pairs_path_differs,wait_coord_storage_heralded_pairs_width_differs,wait_coord_storage_heralded_d_mean_hops,wait_coord_storage_heralded_d_mean_width,wait_coord_storage_heralded_d_mean_worst_link_km,wait_paper_storage_source_kind,wait_paper_storage_source_served,wait_paper_storage_source_repeaters,wait_paper_storage_source_d_served,wait_paper_storage_source_d_repeaters,wait_paper_storage_source_site_jaccard,wait_paper_storage_source_pairs_path_differs,wait_paper_storage_source_pairs_width_differs,wait_paper_storage_source_d_mean_hops,wait_paper_storage_source_d_mean_width,wait_paper_storage_source_d_mean_worst_link_km,wait_coord_storage_source_kind,wait_coord_storage_source_served,wait_coord_storage_source_repeaters,wait_coord_storage_source_d_served,wait_coord_storage_source_d_repeaters,wait_coord_storage_source_site_jaccard,wait_coord_storage_source_pairs_path_differs,wait_coord_storage_source_pairs_width_differs,wait_coord_storage_source_d_mean_hops,wait_coord_storage_source_d_mean_width,wait_coord_storage_source_d_mean_worst_link_km,wait_paper_slowest_heralded_kind,wait_paper_slowest_heralded_served,wait_paper_slowest_heralded_repeaters,wait_paper_slowest_heralded_d_served,wait_paper_slowest_heralded_d_repeaters,wait_paper_slowest_heralded_site_jaccard,wait_paper_slowest_heralded_pairs_path_differs,wait_paper_slowest_heralded_pairs_width_differs,wait_paper_slowest_heralded_d_mean_hops,wait_paper_slowest_heralded_d_mean_width,wait_paper_slowest_heralded_d_mean_worst_link_km,wait_coord_slowest_heralded_kind,wait_coord_slowest_heralded_served,wait_coord_slowest_heralded_repeaters,wait_coord_slowest_heralded_d_served,wait_coord_slowest_heralded_d_repeaters,wait_coord_slowest_heralded_site_jaccard,wait_coord_slowest_heralded_pairs_path_differs,wait_coord_slowest_heralded_pairs_width_differs,wait_coord_slowest_heralded_d_mean_hops,wait_coord_slowest_heralded_d_mean_width,wait_coord_slowest_heralded_d_mean_worst_link_km
lhs058,lhs,5068.542519183716,0.005023630952895783,0.9720618822265954,0.9399094922481918,1000000,100,1,6,20,6,20,5,2.8198755909085174,3,1.2612847190222454,4,1.1328641969539301,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,3,7,-3,-13,0.35,0,2,0.0,40.333333333333336,0.0,served_and_memory,3,7,-3,-13,0.35,0,2,0.0,40.333333333333336,0.0,served_and_memory,4,11,-2,-9,0.55,0,3,0.0,18.25,0.0,served_and_memory,4,11,-2,-9,0.55,0,3,0.0,18.25,0.0
lhs058,lhs,5068.542519183716,0.005023630952895783,0.9720618822265954,0.9399094922481918,20,100,1,6,20,6,20,5,2.8198755909085174,3,1.2612847190222454,4,1.1328641969539301,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,3,7,-3,-13,0.35,0,2,0.0,40.333333333333336,0.0,served_and_memory,3,7,-3,-13,0.35,0,2,0.0,40.333333333333336,0.0,served_and_memory,4,11,-2,-9,0.55,0,3,0.0,18.25,0.0,served_and_memory,4,11,-2,-9,0.55,0,3,0.0,18.25,0.0
lhs058,lhs,5068.542519183716,0.005023630952895783,0.9720618822265954,0.9399094922481918,10,100,1,3,7,3,7,1,0.8259833770541917,0,0.524742083632831,0,0.2852426638809125,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs059,lhs,10976.014041347971,0.08736274997566373,0.9529862860855229,0.5267896422897395,1000000,100,1,10,46,7,26,0,0.24716017298481313,0,0.06930493572649911,0,0.09652167431496192,served_and_memory,-3,-20,0.5652173913043478,0,5,0.0,10.428571428571429,0.0,identical,10,46,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,7,26,-3,-20,0.5652173913043478,0,5,0.0,10.428571428571429,0.0,identical,10,46,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,7,26,-3,-20,0.5652173913043478,0,5,0.0,10.428571428571429,0.0,identical,10,46,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,7,26,-3,-20,0.5652173913043478,0,5,0.0,10.428571428571429,0.0
lhs059,lhs,10976.014041347971,0.08736274997566373,0.9529862860855229,0.5267896422897395,20,100,1,6,20,6,20,0,0.13219776752510182,0,0.04870716780330293,0,0.05657561410726469,identical,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0
lhs059,lhs,10976.014041347971,0.08736274997566373,0.9529862860855229,0.5267896422897395,10,100,1,3,7,3,7,0,0.047496623683465966,0,0.02625541649465132,0,0.016402343971060572,identical,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs060,lhs,45500.92813207349,0.06863615311657623,0.9924774179093919,0.9344933617179935,1000000,100,1,17,47,17,47,4,0.6427435696691243,0,0.10678834051283292,0,0.18229491095613445,memory_only,0,0,1.0,0,8,0.0,0.0,0.0,routing,15,47,-2,0,1.0,1,8,0.2,1.7333333333333334,-0.08333333333333333,routing,15,47,-2,0,1.0,1,8,0.2,1.7333333333333334,-0.08333333333333333,memory_only,17,47,0,0,1.0,0,6,0.0,0.0,0.0,memory_only,17,47,0,0,1.0,0,8,0.0,0.0,0.0,memory_only,17,47,0,0,1.0,0,8,0.0,0.0,0.0,memory_only,17,47,0,0,1.0,0,4,0.0,0.0,0.0
lhs060,lhs,45500.92813207349,0.06863615311657623,0.9924774179093919,0.9344933617179935,20,100,1,11,20,11,20,3,0.7261613287579585,0,0.11239577973292493,0,0.17046260383117523,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,9,20,-2,0,1.0,0,3,0.0,4.333333333333333,0.0,served_and_memory,9,20,-2,0,1.0,0,3,0.0,4.333333333333333,0.0,memory_only,11,20,0,0,1.0,0,2,0.0,0.0,0.0,identical,11,20,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,11,20,0,0,1.0,0,2,0.0,0.0,0.0,identical,11,20,0,0,1.0,0,0,0.0,0.0,0.0
lhs060,lhs,45500.92813207349,0.06863615311657623,0.9924774179093919,0.9344933617179935,10,100,1,5,10,5,10,1,0.19140711729316853,0,0.05669206070774121,1,0.06669904527964222,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,identical,5,10,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,5,10,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0
lhs061,lhs,2251.9934120013354,0.00187411855008139,0.9269738981798467,0.646691022867087,1000000,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs061,lhs,2251.9934120013354,0.00187411855008139,0.9269738981798467,0.646691022867087,20,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs061,lhs,2251.9934120013354,0.00187411855008139,0.9269738981798467,0.646691022867087,10,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs062,lhs,9821.631866714053,0.0026275596890032145,0.9686517723064899,0.7194937812434818,1000000,100,1,2,4,2,4,2,1.4479665978562524,0,0.8523170478089415,0,0.47055435494037484,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs062,lhs,9821.631866714053,0.0026275596890032145,0.9686517723064899,0.7194937812434818,20,100,1,2,4,2,4,2,1.4479665978562524,0,0.8523170478089415,0,0.47055435494037484,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs062,lhs,9821.631866714053,0.0026275596890032145,0.9686517723064899,0.7194937812434818,10,100,1,2,4,2,4,2,1.4479665978562524,0,0.8523170478089415,0,0.47055435494037484,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs063,lhs,2433.2160525319405,0.017046783227266462,0.9439132224947768,0.7572778586111559,1000000,100,1,11,53,9,39,8,1.4342797992726253,5,0.885506241681485,2,0.6863404796802215,served_and_memory,-2,-14,0.7358490566037735,0,7,0.0,1.4444444444444444,0.0,served_and_memory,4,11,-7,-42,0.20754716981132076,0,2,0.0,36.5,0.0,served_and_memory,4,11,-7,-42,0.20754716981132076,0,2,0.0,36.5,0.0,served_and_memory,8,33,-3,-20,0.6226415094339622,0,5,0.0,6.25,0.0,served_and_memory,8,33,-3,-20,0.6226415094339622,0,5,0.0,6.25,0.0,served_and_memory,10,46,-1,-7,0.8679245283018868,0,4,0.0,-1.2,0.0,served_and_memory,9,39,-2,-14,0.7358490566037735,0,5,0.0,1.4444444444444444,0.0
lhs063,lhs,2433.2160525319405,0.017046783227266462,0.9439132224947768,0.7572778586111559,20,100,1,6,20,6,20,2,0.6431978767094251,2,0.4463471963317308,0,0.24724076179914373,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,4,11,-2,-9,0.55,0,1,0.0,12.0,0.0,served_and_memory,4,11,-2,-9,0.55,0,1,0.0,12.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0
lhs063,lhs,2433.2160525319405,0.017046783227266462,0.9439132224947768,0.7572778586111559,10,100,1,3,7,3,7,0,0.24341458468890315,0,0.19505489129216172,0,0.08406007492760155,identical,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs064,lhs,2339.4217157699777,0.08346388225292624,0.9349287606947595,0.5331207673732374,1000000,100,1,5,15,3,7,0,0.10533252354868324,0,0.07549126074966292,0,0.046143952979019846,served_and_memory,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0,memory_only,5,15,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0,memory_only,5,15,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0,memory_only,5,15,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0
lhs064,lhs,2339.4217157699777,0.08346388225292624,0.9349287606947595,0.5331207673732374,20,100,1,5,15,3,7,0,0.10533252354868324,0,0.07549126074966292,0,0.03784837472899946,served_and_memory,-2,-8,0.4666666666666667,0,1,0.0,16.0,0.0,identical,5,15,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,16.0,0.0,memory_only,5,15,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,16.0,0.0,memory_only,5,15,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,16.0,0.0
lhs064,lhs,2339.4217157699777,0.08346388225292624,0.9349287606947595,0.5331207673732374,10,100,1,3,7,3,7,0,0.04971534450042128,0,0.040474800248177754,0,0.017168550475716228,identical,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs065,lhs,26870.29741400917,0.0016340650771024302,0.9228297234614342,0.7964096759673773,1000000,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs065,lhs,26870.29741400917,0.0016340650771024302,0.9228297234614342,0.7964096759673773,20,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs065,lhs,26870.29741400917,0.0016340650771024302,0.9228297234614342,0.7964096759673773,10,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs066,lhs,6246.119718091449,0.004280776820330081,0.9206378928792474,0.8483096628828686,1000000,100,1,5,15,5,15,4,2.053707005027417,2,0.9896052676639845,2,0.8996856458002659,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,2,4,-3,-11,0.26666666666666666,0,1,0.0,36.5,0.0,served_and_memory,2,4,-3,-11,0.26666666666666666,0,1,0.0,36.5,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0
lhs066,lhs,6246.119718091449,0.004280776820330081,0.9206378928792474,0.8483096628828686,20,100,1,5,15,5,15,4,2.053707005027417,2,0.9896052676639845,2,0.8996856458002659,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,2,4,-3,-11,0.26666666666666666,0,1,0.0,36.5,0.0,served_and_memory,2,4,-3,-11,0.26666666666666666,0,1,0.0,36.5,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0
lhs066,lhs,6246.119718091449,0.004280776820330081,0.9206378928792474,0.8483096628828686,10,100,1,3,7,3,7,1,0.9693183816172114,0,0.5877870150320261,0,0.3347415517093246,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs067,lhs,3253.6715494116634,0.011559804278699544,0.9504716424152854,0.697173702033111,1000000,100,1,11,53,9,39,9,2.0413913707969087,7,1.0199144237986895,5,0.7627138810033214,served_and_memory,-2,-14,0.7358490566037735,0,2,0.0,0.0,0.0,served_and_memory,3,7,-8,-46,0.1320754716981132,0,3,0.0,73.0,0.0,served_and_memory,3,7,-8,-46,0.1320754716981132,0,3,0.0,73.0,0.0,served_and_memory,6,20,-5,-33,0.37735849056603776,0,2,0.0,16.333333333333332,0.0,served_and_memory,6,20,-5,-33,0.37735849056603776,0,2,0.0,16.333333333333332,0.0,served_and_memory,6,20,-5,-33,0.37735849056603776,0,2,0.0,16.333333333333332,0.0,served_and_memory,6,20,-5,-33,0.37735849056603776,0,2,0.0,16.333333333333332,0.0
lhs067,lhs,3253.6715494116634,0.011559804278699544,0.9504716424152854,0.697173702033111,20,100,1,6,20,6,20,3,0.948498306040274,2,0.5642195989471392,2,0.36459610990994795,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,3,7,-3,-13,0.35,0,2,0.0,40.333333333333336,0.0,served_and_memory,3,7,-3,-13,0.35,0,2,0.0,40.333333333333336,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0
lhs067,lhs,3253.6715494116634,0.011559804278699544,0.9504716424152854,0.697173702033111,10,100,1,3,7,3,7,0,0.358953798827953,0,0.25873515648103307,0,0.12396004645156541,identical,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs068,lhs,1505.5696029652927,0.0291749455250413,0.935641966343144,0.6516261378493429,1000000,100,1,6,20,5,15,0,0.4855540960528756,0,0.45785392585431195,0,0.19506777280390938,served_and_memory,-1,-5,0.75,0,1,0.0,14.6,0.0,identical,6,20,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,5,15,-1,-5,0.75,0,1,0.0,14.6,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,5,15,-1,-5,0.75,0,1,0.0,14.6,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,5,15,-1,-5,0.75,0,3,0.0,14.6,0.0
lhs068,lhs,1505.5696029652927,0.0291749455250413,0.935641966343144,0.6516261378493429,20,100,1,6,20,5,15,1,0.395858854362678,1,0.38268665733213103,0,0.16941252643403532,served_and_memory,-1,-5,0.75,0,3,0.0,14.6,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,5,15,-1,-5,0.75,0,3,0.0,14.6,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,5,15,-1,-5,0.75,0,3,0.0,14.6,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,5,15,-1,-5,0.75,0,3,0.0,14.6,0.0
lhs068,lhs,1505.5696029652927,0.0291749455250413,0.935641966343144,0.6516261378493429,10,100,1,3,7,3,7,0,0.14222599510889583,0,0.14195345037495083,0,0.049115905773626005,identical,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs069,lhs,14939.787077036131,0.01574903487750157,0.9544658152599392,0.5100291590362998,1000000,100,1,10,46,7,26,8,1.4736863548012211,0,0.38243445850003543,1,0.651364376351782,served_and_memory,-3,-20,0.5652173913043478,0,3,0.0,10.428571428571429,0.0,served_and_memory,4,11,-6,-35,0.2391304347826087,0,3,0.0,36.5,0.0,served_and_memory,4,11,-6,-35,0.2391304347826087,0,3,0.0,36.5,0.0,memory_only,10,46,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,7,26,-3,-20,0.5652173913043478,0,1,0.0,10.428571428571429,0.0,served_and_memory,9,39,-1,-7,0.8478260869565217,0,2,0.0,0.0,0.0,served_and_memory,7,26,-3,-20,0.5652173913043478,0,5,0.0,10.428571428571429,0.0
lhs069,lhs,14939.787077036131,0.01574903487750157,0.9544658152599392,0.5100291590362998,20,100,1,6,20,6,20,3,0.9765639722434885,0,0.2801602049882209,0,0.3802072815903057,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,4,11,-2,-9,0.55,0,3,0.0,12.0,0.0,served_and_memory,4,11,-2,-9,0.55,0,3,0.0,12.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0
lhs069,lhs,14939.787077036131,0.01574903487750157,0.9544658152599392,0.5100291590362998,10,100,1,3,7,3,7,0,0.26347237731211964,0,0.1406949623298618,0,0.09098677388832631,identical,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs070,lhs,35397.74438720023,0.0010980309670569222,0.9273429940651398,0.555534351364001,1000000,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs070,lhs,35397.74438720023,0.0010980309670569222,0.9273429940651398,0.555534351364001,20,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs070,lhs,35397.74438720023,0.0010980309670569222,0.9273429940651398,0.555534351364001,10,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs071,lhs,78259.04696002515,0.002599611054485537,0.9295707134016642,0.713881095168321,1000000,100,1,2,4,2,4,2,1.463533807099905,0,0.7640890903841578,0,0.4756133239212298,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
